TIPO DE VICTIMA,ANIO OCURRENCIA,DANE OCURRENCIA,DEPARTAMENTO OCURRENCIA,MUNICIPIO OCURRENCIA,HECHO VICTIMIZANTE,DISCAPACIDAD,GENERO,CICLO VITAL,PERTENENCIA ETNICA,TOTAL
V’ctimas de conflicto armado,2004,5042,ANTIOQUIA,SANTAFE DE ANTIOQUIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2009,19698,CAUCA,SANTANDER DE QUILICHAO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2009,86760,PUTUMAYO,SANTIAGO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2004,70820,SUCRE,SANTIAGO DE TOLU,Delitos contra la integridad sexual,Sin discapacidad,No Informa,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2005,66687,RISARALDA,SANTUARIO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2000,81736,ARAUCA,SARAVENA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,81736,ARAUCA,SARAVENA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2009,81736,ARAUCA,SARAVENA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2010,81736,ARAUCA,SARAVENA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2010,81736,ARAUCA,SARAVENA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,81736,ARAUCA,SARAVENA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2014,5736,ANTIOQUIA,SEGOVIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2009,68745,SANTANDER,SIMACOTA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,13744,BOLIVAR,SIMITI,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1999,13744,BOLIVAR,SIMITI,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2008,13744,BOLIVAR,SIMITI,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1984,Sin Informaci—n,Sin Informaci—n,Sin Informaci—n,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,2
V’ctimas de conflicto armado,1984,Sin Informaci—n,Sin Informaci—n,Sin Informaci—n,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,3
V’ctimas de conflicto armado,1984,Sin Informaci—n,Sin Informaci—n,Sin Informaci—n,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1984,Sin Informaci—n,Sin Informaci—n,Sin Informaci—n,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2007,Sin Informaci—n,Sin Informaci—n,Sin Informaci—n,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2013,70001,SUCRE,SINCELEJO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2002,47745,MAGDALENA,SITIONUEVO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,25754,CUNDINAMARCA,SOACHA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2012,25754,CUNDINAMARCA,SOACHA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2005,15759,BOYACA,SOGAMOSO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2011,18756,CAQUETA,SOLANO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2012,18756,CAQUETA,SOLANO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Indigena,1
V’ctimas de conflicto armado,2013,18756,CAQUETA,SOLANO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2013,18756,CAQUETA,SOLANO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2014,18756,CAQUETA,SOLANO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2009,8758,ATLANTICO,SOLEDAD,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2009,8758,ATLANTICO,SOLEDAD,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2012,18785,CAQUETA,SOLITA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,5756,ANTIOQUIA,SONSON,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1984,5756,ANTIOQUIA,SONSON,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,1996,5756,ANTIOQUIA,SONSON,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1996,5756,ANTIOQUIA,SONSON,Delitos contra la integridad sexual,Sin discapacidad,No Informa,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2002,5756,ANTIOQUIA,SONSON,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,19760,CAUCA,SOTARA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1984,19780,CAUCA,SUAREZ,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1999,19785,CAUCA,SUCRE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1999,68773,SANTANDER,SUCRE,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2006,70771,SUCRE,SUCRE,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2009,17777,CALDAS,SUPIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,27787,CHOCO,TADO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,1998,20787,CESAR,TAMALAMEQUE,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2011,81794,ARAUCA,TAME,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,5790,ANTIOQUIA,TARAZA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2014,5790,ANTIOQUIA,TARAZA,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2014,5790,ANTIOQUIA,TARAZA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2004,47798,MAGDALENA,TENERIFE,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2005,54800,NORTE DE SANTANDER,TEORAMA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2014,54800,NORTE DE SANTANDER,TEORAMA,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,54810,NORTE DE SANTANDER,TIBU,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1984,54810,NORTE DE SANTANDER,TIBU,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,54810,NORTE DE SANTANDER,TIBU,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2004,54810,NORTE DE SANTANDER,TIBU,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2009,54810,NORTE DE SANTANDER,TIBU,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2009,54810,NORTE DE SANTANDER,TIBU,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2009,54810,NORTE DE SANTANDER,TIBU,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2011,54810,NORTE DE SANTANDER,TIBU,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2005,23807,CORDOBA,TIERRALTA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2011,23807,CORDOBA,TIERRALTA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2013,23807,CORDOBA,TIERRALTA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2008,19807,CAUCA,TIMBIO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2004,13810,BOLIVAR,TIQUISIO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2001,70823,SUCRE,TOLU VIEJO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2002,85430,CASANARE,TRINIDAD,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2004,85430,CASANARE,TRINIDAD,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2011,76828,VALLE DEL CAUCA,TRUJILLO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2000,76834,VALLE DEL CAUCA,TULUA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,76834,VALLE DEL CAUCA,TULUA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1999,76834,VALLE DEL CAUCA,TULUA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2004,13838,BOLIVAR,TURBANA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1995,5837,ANTIOQUIA,TURBO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2004,5837,ANTIOQUIA,TURBO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2009,5837,ANTIOQUIA,TURBO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2013,5837,ANTIOQUIA,TURBO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,2
V’ctimas de conflicto armado,2013,5837,ANTIOQUIA,TURBO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2014,5837,ANTIOQUIA,TURBO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2011,5837,ANTIOQUIA,TURBO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2001,25839,CUNDINAMARCA,UBALA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2009,27800,CHOCO,UNGUIA,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2002,5847,ANTIOQUIA,URRAO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2004,5847,ANTIOQUIA,URRAO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2005,5847,ANTIOQUIA,URRAO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2010,5854,ANTIOQUIA,VALDIVIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2014,5854,ANTIOQUIA,VALDIVIA,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,86865,PUTUMAYO,VALLE DEL GUAMUEZ,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,86865,PUTUMAYO,VALLE DEL GUAMUEZ,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,1999,86865,PUTUMAYO,VALLE DEL GUAMUEZ,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2001,86865,PUTUMAYO,VALLE DEL GUAMUEZ,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Gitano(a) ROM,1
V’ctimas de conflicto armado,2002,86865,PUTUMAYO,VALLE DEL GUAMUEZ,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2003,86865,PUTUMAYO,VALLE DEL GUAMUEZ,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,86865,PUTUMAYO,VALLE DEL GUAMUEZ,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2004,86865,PUTUMAYO,VALLE DEL GUAMUEZ,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2005,86865,PUTUMAYO,VALLE DEL GUAMUEZ,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2007,86865,PUTUMAYO,VALLE DEL GUAMUEZ,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2002,20001,CESAR,VALLEDUPAR,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2006,20001,CESAR,VALLEDUPAR,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2007,20001,CESAR,VALLEDUPAR,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2012,20001,CESAR,VALLEDUPAR,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2012,20001,CESAR,VALLEDUPAR,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,5858,ANTIOQUIA,VEGACHI,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,1998,73861,TOLIMA,VENADILLO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2012,5873,ANTIOQUIA,VIGIA DEL FUERTE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,1998,86885,PUTUMAYO,VILLAGARZON,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2007,86885,PUTUMAYO,VILLAGARZON,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2007,86885,PUTUMAYO,VILLAGARZON,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2007,73870,TOLIMA,VILLAHERMOSA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1997,44874,LA GUAJIRA,VILLANUEVA,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1997,85440,CASANARE,VILLANUEVA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,73873,TOLIMA,VILLARRICA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,2
V’ctimas de conflicto armado,2000,41872,HUILA,VILLAVIEJA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,41872,HUILA,VILLAVIEJA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,1997,50711,META,VISTAHERMOSA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,50711,META,VISTAHERMOSA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2001,50711,META,VISTAHERMOSA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2005,50711,META,VISTAHERMOSA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2012,50711,META,VISTAHERMOSA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2015,50711,META,VISTAHERMOSA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2003,5887,ANTIOQUIA,YARUMAL,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2013,5893,ANTIOQUIA,YONDO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,85001,CASANARE,YOPAL,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,85001,CASANARE,YOPAL,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2001,13894,BOLIVAR,ZAMBRANO,Delitos contra la integridad sexual,Con discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1999,47980,MAGDALENA,ZONA BANANERA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2001,47980,MAGDALENA,ZONA BANANERA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2001,47980,MAGDALENA,ZONA BANANERA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2001,47980,MAGDALENA,ZONA BANANERA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,47980,MAGDALENA,ZONA BANANERA,Delitos contra la integridad sexual,Sin discapacidad,No Informa,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,47980,MAGDALENA,ZONA BANANERA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
