TIPO DE VICTIMA,ANIO OCURRENCIA,DANE OCURRENCIA,DEPARTAMENTO OCURRENCIA,MUNICIPIO OCURRENCIA,HECHO VICTIMIZANTE,DISCAPACIDAD,GENERO,CICLO VITAL,PERTENENCIA ETNICA,TOTAL
V’ctimas de conflicto armado,2003,52405,NARI„O,LEIVA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2001,73408,TOLIMA,LERIDA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2012,73408,TOLIMA,LERIDA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2001,73411,TOLIMA,LIBANO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Gitano(a) ROM,1
V’ctimas de conflicto armado,2002,5411,ANTIOQUIA,LIBORINA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2002,5411,ANTIOQUIA,LIBORINA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2011,52411,NARI„O,LINARES,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,19418,CAUCA,LOPEZ,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2010,8421,ATLANTICO,LURUACO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2003,13430,BOLIVAR,MAGANGUE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2013,44430,LA GUAJIRA,MAICAO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2004,70429,SUCRE,MAJAGUAL,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2014,17001,CALDAS,MANIZALES,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2008,13440,BOLIVAR,MARGARITA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2005,5440,ANTIOQUIA,MARINILLA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2000,17442,CALDAS,MARMATO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,68444,SANTANDER,MATANZA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2008,68444,SANTANDER,MATANZA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,1999,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Con discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2002,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2004,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,2
V’ctimas de conflicto armado,2006,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2008,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2008,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2010,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Con discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2010,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,2
V’ctimas de conflicto armado,2011,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2011,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2011,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2012,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2012,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,3
V’ctimas de conflicto armado,2012,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2013,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,2
V’ctimas de conflicto armado,2013,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,3
V’ctimas de conflicto armado,2014,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2014,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2009,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2012,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2012,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,2
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2013,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2013,5001,ANTIOQUIA,MEDELLIN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2010,25438,CUNDINAMARCA,MEDINA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2013,27425,CHOCO,MEDIO ATRATO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2008,27430,CHOCO,MEDIO BAUDO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2009,27430,CHOCO,MEDIO BAUDO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2010,27450,CHOCO,MEDIO SAN JUAN,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2010,27450,CHOCO,MEDIO SAN JUAN,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2010,50330,META,MESETAS,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,18460,CAQUETA,MILAN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2012,19455,CAUCA,MIRANDA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2004,97001,VAUPES,MITU,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2013,13458,BOLIVAR,MONTECRISTO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,2
V’ctimas de conflicto armado,2013,13458,BOLIVAR,MONTECRISTO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1990,23466,CORDOBA,MONTELIBANO,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 0 y 5,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,2006,23466,CORDOBA,MONTELIBANO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2011,23466,CORDOBA,MONTELIBANO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2011,23466,CORDOBA,MONTELIBANO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2011,23466,CORDOBA,MONTELIBANO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,2
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2011,23466,CORDOBA,MONTELIBANO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1998,23001,CORDOBA,MONTERIA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1999,23001,CORDOBA,MONTERIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2004,85162,CASANARE,MONTERREY,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2004,85162,CASANARE,MONTERREY,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,85162,CASANARE,MONTERREY,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2009,19473,CAUCA,MORALES,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2012,15480,BOYACA,MUZO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2004,73483,TOLIMA,NATAGAIMA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2013,73483,TOLIMA,NATAGAIMA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,1984,5490,ANTIOQUIA,NECOCLI,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1995,5490,ANTIOQUIA,NECOCLI,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2007,5490,ANTIOQUIA,NECOCLI,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2011,41001,HUILA,NEIVA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2010,13490,BOLIVAR,NOROSI,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2002,54498,NORTE DE SANTANDER,OCA„A,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,54498,NORTE DE SANTANDER,OCA„A,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2012,54498,NORTE DE SANTANDER,OCA„A,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2012,54498,NORTE DE SANTANDER,OCA„A,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,52490,NARI„O,OLAYA HERRERA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2012,52490,NARI„O,OLAYA HERRERA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2009,41503,HUILA,OPORAPA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2006,86320,PUTUMAYO,ORITO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2006,86320,PUTUMAYO,ORITO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,86320,PUTUMAYO,ORITO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1999,73504,TOLIMA,ORTEGA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2014,73504,TOLIMA,ORTEGA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2014,41518,HUILA,PAICOL,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2014,41518,HUILA,PAICOL,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2000,76520,VALLE DEL CAUCA,PALMIRA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2000,76520,VALLE DEL CAUCA,PALMIRA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,2
V’ctimas de conflicto armado,2000,76520,VALLE DEL CAUCA,PALMIRA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,73520,TOLIMA,PALOCABILDO,Delitos contra la integridad sexual,Con discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2007,52001,NARI„O,PASTO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2007,52001,NARI„O,PASTO,Delitos contra la integridad sexual,Sin discapacidad,No Informa,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2003,19532,CAUCA,PATIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2010,19532,CAUCA,PATIA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2013,19532,CAUCA,PATIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2014,19532,CAUCA,PATIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,17541,CALDAS,PENSILVANIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,17541,CALDAS,PENSILVANIA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2005,66001,RISARALDA,PEREIRA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2011,19533,CAUCA,PIAMONTE,Delitos contra la integridad sexual,Sin discapacidad,No Informa,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2012,19533,CAUCA,PIAMONTE,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,63548,QUINDIO,PIJAO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,13549,BOLIVAR,PINILLOS,Delitos contra la integridad sexual,Con discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2011,41551,HUILA,PITALITO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2012,41551,HUILA,PITALITO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2012,41551,HUILA,PITALITO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,3
V’ctimas de conflicto armado,2013,41551,HUILA,PITALITO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2005,47551,MAGDALENA,PIVIJAY,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2005,47551,MAGDALENA,PIVIJAY,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1999,73555,TOLIMA,PLANADAS,Delitos contra la integridad sexual,Con discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2002,73555,TOLIMA,PLANADAS,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,73555,TOLIMA,PLANADAS,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1997,23555,CORDOBA,PLANETA RICA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2011,23555,CORDOBA,PLANETA RICA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Negro(a) o Afrocolombiano(a),1
V’ctimas de conflicto armado,1999,47555,MAGDALENA,PLATO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1999,47555,MAGDALENA,PLATO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,47555,MAGDALENA,PLATO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2002,47555,MAGDALENA,PLATO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2005,47555,MAGDALENA,PLATO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,1998,52540,NARI„O,POLICARPA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,52540,NARI„O,POLICARPA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2005,52540,NARI„O,POLICARPA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2008,52540,NARI„O,POLICARPA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2009,52540,NARI„O,POLICARPA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,2
V’ctimas de conflicto armado,2010,52540,NARI„O,POLICARPA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2012,52540,NARI„O,POLICARPA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2012,52540,NARI„O,POLICARPA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2012,52540,NARI„O,POLICARPA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2006,76563,VALLE DEL CAUCA,PRADERA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2001,73563,TOLIMA,PRADO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2011,23570,CORDOBA,PUEBLO NUEVO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,1984,86568,PUTUMAYO,PUERTO ASIS,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2003,86568,PUTUMAYO,PUERTO ASIS,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2004,86568,PUTUMAYO,PUERTO ASIS,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2011,86568,PUTUMAYO,PUERTO ASIS,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2012,86568,PUTUMAYO,PUERTO ASIS,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2005,5579,ANTIOQUIA,PUERTO BERRIO,Delitos contra la integridad sexual,Con discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2012,5579,ANTIOQUIA,PUERTO BERRIO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2005,15572,BOYACA,PUERTO BOYACA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2012,86569,PUTUMAYO,PUERTO CAICEDO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1998,50450,META,PUERTO CONCORDIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,50450,META,PUERTO CONCORDIA,Delitos contra la integridad sexual,Con discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2001,50450,META,PUERTO CONCORDIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2001,50450,META,PUERTO CONCORDIA,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2001,50450,META,PUERTO CONCORDIA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2001,50450,META,PUERTO CONCORDIA,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,1996,86571,PUTUMAYO,PUERTO GUZMAN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,2
V’ctimas de conflicto armado,1998,86571,PUTUMAYO,PUERTO GUZMAN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,86571,PUTUMAYO,PUERTO GUZMAN,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2013,86571,PUTUMAYO,PUERTO GUZMAN,Delitos contra la integridad sexual,Sin discapacidad,No Informa,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2003,86573,PUTUMAYO,PUERTO LEGUIZAMO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2003,86573,PUTUMAYO,PUERTO LEGUIZAMO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,2
V’ctimas de conflicto armado,2006,86573,PUTUMAYO,PUERTO LEGUIZAMO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2009,86573,PUTUMAYO,PUERTO LEGUIZAMO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2010,86573,PUTUMAYO,PUERTO LEGUIZAMO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2010,86573,PUTUMAYO,PUERTO LEGUIZAMO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2011,86573,PUTUMAYO,PUERTO LEGUIZAMO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Indigena,1
V’ctimas de conflicto armado,2012,86573,PUTUMAYO,PUERTO LEGUIZAMO,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 0 y 5,Ninguna,1
V’ctimas de conflicto armado,2013,86573,PUTUMAYO,PUERTO LEGUIZAMO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2013,86573,PUTUMAYO,PUERTO LEGUIZAMO,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Indigena,1
V’ctimas de conflicto armado,2005,23580,CORDOBA,PUERTO LIBERTADOR,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 6 y 11,Ninguna,1
V’ctimas de conflicto armado,2012,23580,CORDOBA,PUERTO LIBERTADOR,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas reconocidas Sentencia C280 y Auto 119 de 2013,2010,23580,CORDOBA,PUERTO LIBERTADOR,Delitos contra la integridad sexual,Con discapacidad,Hombre,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,50577,META,PUERTO LLERAS,Delitos contra la integridad sexual,Sin discapacidad,Mujer,entre 12 y 17,Ninguna,1
V’ctimas de conflicto armado,2001,50577,META,PUERTO LLERAS,Delitos contra la integridad sexual,Sin discapacidad,Hombre,entre 12 y 17,Ninguna,1
